Compilation	Reference	Reference DOI	Locality	Glacier	Region	Latitude	Longitude	Elevation (m)	Type	Methodology	Area (km2)	Time interval (yr)	Sediment flux (km3/yr)	Exhumation (m)	Exhumation min (m)	Exhumation max (m)	Erosion rate (mm/yr)	Erosion rate min	Erosion rate max	Comments
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	3.10E+02					0.65000	0.60000	0.70000	10Be, Trift-09, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	1.05E+03					0.35000	0.30000	0.40000	10Be, Trift-10, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	1.25E+03					0.65000	0.60000	0.70000	in-situ 14C, Trift-03, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	3.07E+03					0.25000	0.20000	0.30000	in-situ 14C, Trift-04, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	3.10E+02					0.75000	0.70000	0.80000	in-situ 14C, Trift-05, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	2.50E+02					0.95000	0.70000	1.20000	in-situ 14C, Trift-08, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	2.40E+02					0.95000	0.80000	1.10000	in-situ 14C, Trift-09, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		Alpine	Cosmogenic surface	1.00E-08	8.40E+02					0.35000	0.30000	0.40000	in-situ 14C, Trift-10, time is exposure age
This study	Steinemann et al., 2021b	10.3390/geosciences11090356	Swiss Alps	Vorab	Alps	46.90655	9.15720		Alpine	Cosmogenic surface	1.00E-08	6.75E+03					0.08500	0.01000	0.16000	
This study	Strunk et al., 2017	10.1038/ncomms14199	W. Greenland	Greenland ice sheet	Greenland	67.24603	-49.81962		Continental	Cosmogenic surface	1.00E-08	1.00E+05					0.02600	0.00200	0.05000	Duration is average exposure age. The present day ice-free areas only were ice covered ca. 45% of the past 1 million years
This study	Sugden et al., 2014	10.1016/j.geomorph.2013.12.004	Shackleton Range	Antarctic ice sheet	Antarctica	-80.50029	-25.00024		Continental	Relief		1.40E+07			600.000	1000.000	0.05714	0.04286	0.07143	
This study	Thomson et al., 2013	10.1038/ngeo1722	Lambert trough, East Antarctica	East Antarctic Ice Sheet	Antarctica	-82.41741	59.15345		Continental	Thermochronometric		3.40E+07		2050.000	1600.000	2500.000	0.06029	0.04706	0.07353	
This study	Tîrlă et al., 2020	10.1016/j.geomorph.2020.107038	South Carpathian Mountains, Romania	unnamed	Alps				Alpine	Speleothem archives + glaciokarst analysis		5.80E+04					0.60000			Erosion rate during Last Glacial Period
This study	Tochilin et al., 2012	10.1029/2012GC004364	Prydz Bay, East Antarctica	East Antarctic Ice Sheet	Antarctica	-82.41741	59.15345		Continental	Thermochronometric		5.00E+06					0.34000	0.32000	0.36000	
This study	Wellman & Tingey, 1981	10.1038/291142a0	Lambert trough, East Antarctica	East Antarctic Ice Sheet	Antarctica	-82.41741	59.15345		Continental	Volumetric		3.00E+07		1500.000	1300.000	2000.000	0.05000	0.04333	0.06667	
This study	Willenbring Staiger et al., 2006	10.1016/j.quageo.2006.06.009	Baffin Island, Canada	Oliver Glacier	Laurentide	72.11807	-76.80117		High-latitude	Cosmogenic surface	1.00E-08	3.00E+06					0.00040			10Be and 26Al measured in till to average cosmogenics over large region
This study	Willenbring Staiger, 2005		Torngat Mountains, Labrador, Canada	unnamed	Laurentide	59.56226	-64.38593		High-latitude	Cosmogenic		2.58E+06		62.000				0.02400		Erosion rate not explicitly given in the dissertation, but based on the following cosmogenically derived statement: "this erosion rate would have deepened the valleys by... more than 62 m over 25 glacial cycles since the beginning ofthe Quaternary period."
This study	Willett et al., 2020	10.1126/sciadv.aay1641	Patagonian Andes	unnamed	Patagonia	-47.48506	-73.41106		Alpine	Thermochronometric		6.00E+06					0.33350	0.09280	0.49370	
This study	Williams and Koppes, 2020	10.1017/aog.2020.1	Taan Fjord, Icy Bay, Alaska	Tyndall Glacier	North American Cordillera	60.17550	-141.15770		Tidewater	Volumetric	9.89E+00	5.30E+01					26.00000	21.00000	31.00000	
This study	Williams and Koppes, 2020	10.1017/aog.2020.1	Taan Fjord, Icy Bay, Alaska	Tyndall Glacier	North American Cordillera	60.17550	-141.15770		Tidewater	Volumetric	9.89E+00	5.30E+01					11.00000	21.00000	31.00000	
This study	Williams and Koppes, 2020	10.1017/aog.2020.1	Taan Fjord, Icy Bay, Alaska	Tyndall Glacier	North American Cordillera	60.17550	-141.15770		Tidewater	Volumetric	9.89E+00	5.30E+01					53.00000	21.00000	31.00000	
This study	Wimpenny et al., 2010	10.1016/j.epsl.2009.12.042	Watson River, Greenland	Greenland Ice Sheet	Greenland	72.50000	-38.45000		Continental	Volumetric	8.00E+02	1.00E+00					0.58000			physical erosion rate = 1560 t/km^2/year
This study	Yanites and Ehlers, 2016	10.1016/j.epsl.2016.06.022	Klinaklini Valley, Coast Mountains, British Columbia	unnamed	North American Cordillera	51.40887	-125.80937		Alpine	Thermochronometric	1.20E+03	1.00E+05					0.60000	0.20000	1.00000	Thermochronology and glacial ice/mass balance numerical model
This study	Young et al., 2016	10.1002/2016GL070258	Sermeq Kujalleq forefield, Greenland	Greenland Ice Sheet	Greenland	72.50000	-38.45000		Continental	Cosmogenic surface	1.00E-08	7.43E+03					0.72000	0.37000	1.07000	abrasion only
This study	Young et al., 2016	10.1002/2016GL070258	Sermeq Kujalleq forefield, Greenland	Greenland Ice Sheet	Greenland	72.50000	-38.45000		Continental	Cosmogenic surface	1.00E-08	7.43E+03					1.40000	1.00000	1.80000	abrasion + quarrying
This study	White, 1972	10.1130/0016-7606(1972)83[1037:DEBCIS]2.0.CO;2	Laurentia	Laurentide Ice Sheet	Laurentide	54.00000	-89.00000		Continental	Volumetric		2.70E+06		600.000			0.22222			It's a bit unclear what depth of exhumation White is advocating for here
																	1000.00000			
