Reference	Reference DOI	Sample_ID	Location_ID	Basin_ID	Basin	Place	Region	Latitude	Longitude	Elevation	Season	Observation Type	Sample Type	filtersize_mum	Area (km2)	Time interval (yr)	Discharge_m3_s	Annual_Discharge_m3_s	TSS_mg_L	TSS_kg_s	TSS_km3_yr	Erosion rate (mm/yr)	Sand_perc	Silt_perc	Clay_perc
Negrel and Grosbois 1999		FRA-LOR-111114-NEG46	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	515	835.3	25.9	21.63427	0.0002526882736	0.00215972883418803			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG47	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	341	835.3	11.6	9.68948	0.0001131731264	0.000967291678632479			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG48	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	433	835.3	16.3	13.61539	0.0001590277552	0.00135921158290598			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG49	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	341	835.3	18.1	15.11893	0.0001765891024	0.00150930856752137			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG5	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	128	835.3	17.8	14.86834	0.0001736622112	0.0014842924034188			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG50	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	272	835.3	21.3	17.79189	0.0002078092752	0.00177614765128205			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG51	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	197	835.3	22.5	18.79425	0.00021951684	0.00187621230769231			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG52	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	128	835.3	44.7	37.33791	0.0004361067888	0.00372740845128205			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG53	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	122	835.3	34.3	28.65079	0.0003346412272	0.00286018142905983			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG54	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	101	835.3	84.2	70.33226	0.0008214807968	0.00702120339145299			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG55	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	91	835.3	21.3	17.79189	0.0002078092752	0.00177614765128205			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG56	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	71	835.3	40.1	33.49553	0.0003912277904	0.00334382726837607			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG57	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	56	835.3	80.5	67.24165	0.000785382472	0.0067126707008547			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG58	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	71	835.3	24.9	20.79897	0.0002429319696	0.00207634162051282			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG59	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	53	835.3	18.7	15.62011	0.0001824428848	0.0015593408957265			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG6	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	122	835.3	22.3	18.62719	0.0002175655792	0.00185953486495726			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG60	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	55	835.3	22.2	18.54366	0.0002165899488	0.00185119614358974			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG61	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	59	835.3	28	23.3884	0.000273176512	0.00233484198290598			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG62	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	108	835.3	39.8	33.24494	0.0003883008992	0.0033188111042735			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG63	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	121	835.3	24.7	20.63191	0.0002409807088	0.00205966417777778			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG64	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	307	835.3	30.2	25.22606	0.0002946403808	0.00251829385299145			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG65	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.45	117000	0.00273972602739726	177	835.3	5.1	4.26003	0.0000497571504	0.00042527478974359			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG7	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	101	835.3	17.1	14.28363	0.0001668327984	0.00142592135384615			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG8	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	91	835.3	17.5	14.61775	0.00017073532	0.00145927623931624			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG9	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	71	835.3	45.5	38.00615	0.000443911832	0.00379411822222222			
Ollivier et al., 2010		FRA-RHO-111111-OLL1	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	2940	1710	61.5	105.165	0.0012283272	0.0125339510204082			
Ollivier et al., 2010		FRA-RHO-111111-OLL10	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	5047	1710	125	213.75	0.0024966	0.0254755102040816			
Ollivier et al., 2010		FRA-RHO-111111-OLL11	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	5159	1710	136	232.56	0.0027163008	0.0277173551020408			
Ollivier et al., 2010		FRA-RHO-111111-OLL12	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	4757	1710	434	742.14	0.0086681952	0.0884509714285714			
Ollivier et al., 2010		FRA-RHO-111111-OLL13	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	3959	1710	149	254.79	0.0029759472	0.0303668081632653			
Ollivier et al., 2010		FRA-RHO-111111-OLL14	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	3182	1710	65.1	111.321	0.00130022928	0.0132676457142857			
Ollivier et al., 2010		FRA-RHO-111111-OLL15	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	3115	1710	49.8	85.158	0.00099464544	0.0101494432653061			
Ollivier et al., 2010		FRA-RHO-111111-OLL16	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	2715	1710	24.2	41.382	0.00048334176	0.0049320587755102			
Ollivier et al., 2010		FRA-RHO-111111-OLL17	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	2085	1710	45.1	77.121	0.00090077328	0.00919156408163265			
Ollivier et al., 2010		FRA-RHO-111111-OLL18	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	1350	1710	15.1	25.821	0.00030158928	0.00307744163265306			
Ollivier et al., 2010		FRA-RHO-111111-OLL19	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	1081	1710	6.2	10.602	0.00012383136	0.00126358530612245			
Ollivier et al., 2010		FRA-RHO-111111-OLL2	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	2049	1710	31.6	54.036	0.00063114048	0.00644020897959184			
Ollivier et al., 2010		FRA-RHO-111111-OLL20	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	1445	1710	19.9	34.029	0.00039745872	0.0040557012244898			
Ollivier et al., 2010		FRA-RHO-111111-OLL21	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	1408	1710	28.3	48.393	0.00056523024	0.00576765551020408			
Ollivier et al., 2010		FRA-RHO-111111-OLL22	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	1105	1710	35.4	60.534	0.00070703712	0.00721466448979592			
Ollivier et al., 2010		FRA-RHO-111111-OLL23	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	1854	1710	49.4	84.474	0.00098665632	0.0100679216326531			
Ollivier et al., 2010		FRA-RHO-111111-OLL24	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	1105	1710	14.4	24.624	0.00028760832	0.0029347787755102			
Ollivier et al., 2010		FRA-RHO-111111-OLL25	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Summer	single	SS	0.2	98000	0.00273972602739726	2604	1710	82.7	141.417	0.00165175056	0.0168545975510204			
Ollivier et al., 2010		FRA-RHO-111111-OLL26	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	1189	1710	13.9	23.769	0.00027762192	0.00283287673469388			
Ollivier et al., 2010		FRA-RHO-111111-OLL27	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	537	1710	9.8	16.758	0.00019573344	0.00199728			
Ollivier et al., 2010		FRA-RHO-111111-OLL28	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	2470	1710	56.6	96.786	0.00113046048	0.0115353110204082			
Ollivier et al., 2010		FRA-RHO-111111-OLL29	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	2488	1710	51.7	88.407	0.00103259376	0.0105366710204082			
Ollivier et al., 2010		FRA-RHO-111111-OLL3	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	2493	1710	28.6	48.906	0.00057122208	0.00582879673469388			
Ollivier et al., 2010		FRA-RHO-111111-OLL30	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	1330	1710	19.4	33.174	0.00038747232	0.00395379918367347			
Ollivier et al., 2010		FRA-RHO-111111-OLL31	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	1483	1710	13	22.23	0.0002596464	0.00264945306122449			
Ollivier et al., 2010		FRA-RHO-111111-OLL32	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	904	1710	12.3	21.033	0.00024566544	0.00250679020408163			
Ollivier et al., 2010		FRA-RHO-111111-OLL33	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	7384	1710	1874	3204.54	0.0374290272	0.381928848979592			
Ollivier et al., 2010		FRA-RHO-111111-OLL34	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	8927	1710	1144	1956.24	0.0228488832	0.233151869387755			
Ollivier et al., 2010		FRA-RHO-111111-OLL35	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	7135	1710	1068	1826.28	0.0213309504	0.217662759183673			
Ollivier et al., 2010		FRA-RHO-111111-OLL36	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	4597	1710	1241	2122.11	0.0247862448	0.252920865306123			
Ollivier et al., 2010		FRA-RHO-111111-OLL37	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Summer	single	SS	0.2	98000	0.00273972602739726	2143	1710	207	353.97	0.0041343696	0.0421874448979592			
Ollivier et al., 2010		FRA-RHO-111111-OLL38	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Summer	single	SS	0.2	98000	0.00273972602739726	1600	1710	45.8	78.318	0.00091475424	0.00933422693877551			
Ollivier et al., 2010		FRA-RHO-111111-OLL39	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	849	1710	7.7	13.167	0.00015379056	0.00156929142857143			
Ollivier et al., 2010		FRA-RHO-111111-OLL4	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	3945	1710	129	220.59	0.0025764912	0.0262907265306123			
Ollivier et al., 2010		FRA-RHO-111111-OLL40	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	2619	1710	114	194.94	0.0022768992	0.0232336653061225			
Ollivier et al., 2010		FRA-RHO-111111-OLL41	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	8140	1710	877	1499.67	0.0175161456	0.178736179591837			
Ollivier et al., 2010		FRA-RHO-111111-OLL42	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	8096	1710	720	1231.2	0.014380416	0.14673893877551			
Ollivier et al., 2010		FRA-RHO-111111-OLL43	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	7532	1710	502	858.42	0.0100263456	0.102309648979592			
Ollivier et al., 2010		FRA-RHO-111111-OLL44	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	7041	1710	421	719.91	0.0084085488	0.0858015183673469			
Ollivier et al., 2010		FRA-RHO-111111-OLL45	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	5475	1710	327	559.17	0.0065311056	0.0666439346938776			
Ollivier et al., 2010		FRA-RHO-111111-OLL46	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	4702	1710	228	389.88	0.0045537984	0.0464673306122449			
Ollivier et al., 2010		FRA-RHO-111111-OLL47	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	6301	1710	225	384.75	0.00449388	0.0458559183673469			
Ollivier et al., 2010		FRA-RHO-111111-OLL48	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	8554	1710	691	1181.61	0.0138012048	0.140828620408163			
Ollivier et al., 2010		FRA-RHO-111111-OLL49	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	9209	1710	641	1096.11	0.0128025648	0.130638416326531			
Ollivier et al., 2010		FRA-RHO-111111-OLL5	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	5110	1710	583	996.93	0.0116441424	0.118817779591837			
Ollivier et al., 2010		FRA-RHO-111111-OLL50	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	8398	1710	521	890.91	0.0104058288	0.106181926530612			
Ollivier et al., 2010		FRA-RHO-111111-OLL51	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	6340	1710	314	536.94	0.0062714592	0.0639944816326531			
Ollivier et al., 2010		FRA-RHO-111111-OLL52	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	5320	1710	198	338.58	0.0039546144	0.0403532081632653			
Ollivier et al., 2010		FRA-RHO-111111-OLL53	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	4126	1710	94.7	161.937	0.00189142416	0.0193002465306122			
Ollivier et al., 2010		FRA-RHO-111111-OLL54	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	1073	1710	10.9	18.639	0.00021770352	0.00222146448979592			
Ollivier et al., 2010		FRA-RHO-111111-OLL55	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	1052	1710	7.6	12.996	0.00015179328	0.00154891102040816			
Ollivier et al., 2010		FRA-RHO-111111-OLL56	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Autumn	single	SS	0.2	98000	0.00273972602739726	2297	1710	42.4	72.504	0.00084684672	0.00864129306122449			
Ollivier et al., 2010		FRA-RHO-111111-OLL57	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	5886	1710	592	1012.32	0.0118238976	0.120652016326531			
Ollivier et al., 2010		FRA-RHO-111111-OLL58	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Spring	single	SS	0.2	98000	0.00273972602739726	6902	1710	1250	2137.5	0.024966	0.254755102040816			
Ollivier et al., 2010		FRA-RHO-111111-OLL59	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Summer	single	SS	0.2	98000	0.00273972602739726	10013	1710	1402	2397.42	0.0280018656	0.28573332244898			
Ollivier et al., 2010		FRA-RHO-111111-OLL6	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	5140	1710	685	1171.35	0.013681368	0.139605795918367			
Ollivier et al., 2010		FRA-RHO-111111-OLL60	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	10600	1710	1704	2913.84	0.0340336512	0.347282155102041			
Ollivier et al., 2010		FRA-RHO-111111-OLL61	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	9997	1710	897	1533.87	0.0179156016	0.18281226122449			
Ollivier et al., 2010		FRA-RHO-111111-OLL62	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	7964	1710	631	1079.01	0.0126028368	0.128600375510204			
Ollivier et al., 2010		FRA-RHO-111111-OLL63	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	4806	1710	617	1055.07	0.0123232176	0.125747118367347			
Ollivier et al., 2010		FRA-RHO-111111-OLL64	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	3561	1710	351	600.21	0.0070104528	0.0715352326530612			
Ollivier et al., 2010		FRA-RHO-111111-OLL7	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	4612	1710	246	420.66	0.0049133088	0.0501358040816327			
Ollivier et al., 2010		FRA-RHO-111111-OLL8	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	4951	1710	240	410.4	0.004793472	0.0489129795918367			
Ollivier et al., 2010		FRA-RHO-111111-OLL9	FRA-RHO-111111	3011	Rhône	Arles, South-East France	France	43.679	4.62296		Winter	single	SS	0.2	98000	0.00273972602739726	5056	1710	191	326.61	0.0038148048	0.0389265795918367			
